
Wk,Day,Date,Time,Home,xG_home,Score,xG_away,Away,Attendance,Venue,Referee,Match Report,Notes,comma
2,Sun,2021-08-22,17:00,Real Sociedad,1.9,1–0,0.5,Rayo Vallecano,7,652,Estadio Municipal de Anoeta,Santiago Jaime,Match Report,
2,Sun,2021-08-22,19:30,Atlético Madrid,1.2,1–0,0.2,Elche,24,926,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
2,Sun,2021-08-22,22:00,Levante,1.9,3–3,1.6,Real Madrid,9,838,Estadio Ciudad de Valencia,Guillermo Cuadra,Match Report,
2,Mon,2021-08-23,20:00,Getafe,0.5,0–1,1.2,Sevilla,4,810,Coliseum Alfonso Pérez,José Sánchez,Match Report,
2,Mon,2021-08-23,22:00,Osasuna,2.0,0–0,0.1,Celta Vigo,7,189,Estadio El Sadar,Alberola Rojas,Match Report,
3,Fri,2021-08-27,20:00,Mallorca,1.0,1–0,0.4,Espanyol,7,529,Iberostar Estadi,Isidro Díaz de Mera,Match Report,
3,Fri,2021-08-27,22:15,Valencia,1.6,3–0,0.4,Alavés,10,627,Estadio de Mestalla,Miguel Ángel Ortiz Arias,Match Report,
3,Sat,2021-08-28,17:00,Celta Vigo,1.1,0–1,1.4,Athletic Club,5,492,Estadio de Balaídos,Antonio Matéu Lahoz,Match Report,
3,Sat,2021-08-28,19:30,Real Sociedad,1.0,1–0,0.4,Levante,7,758,Estadio Municipal de Anoeta,José Luis Munuera,Match Report,
3,Sat,2021-08-28,19:30,Elche,0.5,1–1,1.3,Sevilla,10,385,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
3,Sat,2021-08-28,22:00,Betis,0.6,0–1,0.9,Real Madrid,22,590,Estadio Benito Villamarín,Alejandro Hernández,Match Report,
3,Sun,2021-08-29,17:00,Barcelona,1.1,2–1,0.4,Getafe,26,543,Camp Nou,Pablo González,Match Report,
3,Sun,2021-08-29,19:30,Rayo Vallecano,2.2,4–0,0.5,Granada,583,0,Estadio del Rayo Vallecano,Jesús Gil,Match Report,
3,Sun,2021-08-29,19:30,Cádiz,1.6,2–3,2.4,Osasuna,7,452,Estadio Nuevo Mirandilla,Adrián Cordero,Match Report,
3,Sun,2021-08-29,22:00,Atlético Madrid,1.7,2–2,0.3,Villarreal,26,840,Estadio Wanda Metropolitano,César Soto,Match Report,
4,Sat,2021-09-11,18:30,Levante,1.0,1–1,2.2,Rayo Vallecano,12,974,Estadio Ciudad de Valencia,Alberola Rojas,Match Report,
4,Sat,2021-09-11,21:00,Athletic Club,1.4,2–0,0.2,Mallorca,14,566,San Mamés,Jorge Figueroa,Match Report,
4,Sun,2021-09-12,14:00,Espanyol,0.4,1–2,0.8,Atlético Madrid,15,321,RCDE Stadium,Juan Martínez,Match Report,
4,Sun,2021-09-12,16:15,Osasuna,0.6,1–4,0.9,Valencia,13,940,Estadio El Sadar,Ricardo de Burgos,Match Report,
4,Sun,2021-09-12,18:30,Cádiz,0.3,0–2,1.9,Real Sociedad,11,826,Estadio Nuevo Mirandilla,Alejandro Muñíz,Match Report,
4,Sun,2021-09-12,21:00,Real Madrid,3.2,5–2,1.8,Celta Vigo,19,874,Estadio Santiago Bernabéu,José Sánchez,Match Report,
4,Mon,2021-09-13,20:00,Getafe,0.3,0–1,0.8,Elche,6,853,Coliseum Alfonso Pérez,Mario Melero,Match Report,
4,Mon,2021-09-13,22:00,Granada,0.6,1–2,2.3,Betis,10,201,Estadio Nuevo Los Cármenes,Guillermo Cuadra,Match Report,
5,Fri,2021-09-17,21:00,Celta Vigo,1.0,1–2,1.1,Cádiz,6,754,Estadio de Balaídos,Isidro Díaz de Mera,Match Report,
5,Sat,2021-09-18,14:00,Rayo Vallecano,2.2,3–0,1.1,Getafe,3,280,Estadio del Rayo Vallecano,Adrián Cordero,Match Report,
5,Sat,2021-09-18,16:15,Atlético Madrid,0.9,0–0,1.0,Athletic Club,38,798,Estadio Wanda Metropolitano,Jesús Gil,Match Report,
5,Sat,2021-09-18,18:30,Elche,0.4,1–1,1.1,Levante,11,507,Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias,Match Report,
5,Sat,2021-09-18,21:00,Alavés,0.5,0–2,1.4,Osasuna,8,176,Estadio de Mendizorroza,Alejandro Hernández,Match Report,
5,Sun,2021-09-19,14:00,Mallorca,0.5,0–0,1.4,Villarreal,9,168,Iberostar Estadi,Carlos del Cerro,Match Report,
5,Sun,2021-09-19,16:15,Real Sociedad,1.3,0–0,0.5,Sevilla,23,757,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,Match Report,
5,Sun,2021-09-19,18:30,Betis,1.9,2–2,1.1,Espanyol,30,189,Estadio Benito Villamarín,César Soto,Match Report,
5,Sun,2021-09-19,21:00,Valencia,0.9,1–2,1.3,Real Madrid,26,689,Estadio de Mestalla,Pablo González,Match Report,
5,Mon,2021-09-20,21:00,Barcelona,1.8,1–1,0.8,Granada,27,097,Camp Nou,Santiago Jaime,Match Report,
6,Tue,2021-09-21,19:30,Getafe,0.3,1–2,1.1,Atlético Madrid,8,950,Coliseum Alfonso Pérez,Guillermo Cuadra,Match Report,
6,Tue,2021-09-21,22:00,Levante,1.7,0–2,0.7,Celta Vigo,11,989,Estadio Ciudad de Valencia,Jorge Figueroa,Match Report,
6,Tue,2021-09-21,22:00,Athletic Club,0.9,1–2,1.0,Rayo Vallecano,16,236,San Mamés,José Luis Munuera,Match Report,
6,Wed,2021-09-22,19:30,Sevilla,1.0,3–1,0.4,Valencia,23,654,Estadio Ramón Sánchez Pizjuán,José Sánchez,Match Report,
6,Wed,2021-09-22,19:30,Espanyol,1.7,1–0,0.5,Alavés,14,254,RCDE Stadium,Mario Melero,Match Report,
6,Wed,2021-09-22,22:00,Real Madrid,2.6,6–1,1.4,Mallorca,20,113,Estadio Santiago Bernabéu,Alberola Rojas,Match Report,
6,Wed,2021-09-22,22:00,Villarreal,3.2,4–1,1.2,Elche,8,234,Estadio de la Cerámica,Alejandro Muñíz,Match Report,
6,Thu,2021-09-23,19:30,Osasuna,1.0,1–3,2.4,Betis,13,758,Estadio El Sadar,Juan Martínez,Match Report,
6,Thu,2021-09-23,19:30,Granada,1.3,2–3,1.7,Real Sociedad,9,552,Estadio Nuevo Los Cármenes,Valentín Pizarro,Match Report,
6,Thu,2021-09-23,22:00,Cádiz,1.3,0–0,0.4,Barcelona,12,180,Estadio Nuevo Mirandilla,Carlos del Cerro,Match Report,
7,Sat,2021-09-25,14:00,Alavés,0.7,1–0,0.7,Atlético Madrid,9,836,Estadio de Mendizorroza,Antonio Matéu Lahoz,Match Report,
7,Sat,2021-09-25,16:15,Valencia,0.9,1–1,0.8,Athletic Club,13,680,Estadio de Mestalla,Alejandro Hernández,Match Report,
7,Sat,2021-09-25,18:30,Sevilla,1.8,2–0,0.7,Espanyol,23,956,Estadio Ramón Sánchez Pizjuán,Pablo González,Match Report,
7,Sat,2021-09-25,21:00,Real Madrid,1.1,0–0,0.5,Villarreal,23,985,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
7,Sun,2021-09-26,14:00,Mallorca,2.6,2–3,0.9,Osasuna,9,359,Iberostar Estadi,Miguel Ángel Ortiz Arias,Match Report,
7,Sun,2021-09-26,16:15,Barcelona,2.9,3–0,0.8,Levante,35,334,Camp Nou,Isidro Díaz de Mera,Match Report,
7,Sun,2021-09-26,18:30,Rayo Vallecano,1.3,3–1,1.0,Cádiz,5,903,Estadio del Rayo Vallecano,Ricardo de Burgos,Match Report,
7,Sun,2021-09-26,18:30,Real Sociedad,2.4,1–0,0.5,Elche,23,941,Estadio Municipal de Anoeta,Adrián Cordero,Match Report,
7,Sun,2021-09-26,21:00,Betis,1.9,2–0,0.6,Getafe,29,825,Estadio Benito Villamarín,Santiago Jaime,Match Report,
7,Mon,2021-09-27,21:00,Celta Vigo,1.3,1–0,0.8,Granada,6,375,Estadio de Balaídos,César Soto,Match Report,
8,Fri,2021-10-01,21:00,Athletic Club,2.0,1–0,0.9,Alavés,28,665,San Mamés,Carlos del Cerro,Match Report,
8,Sat,2021-10-02,14:00,Osasuna,0.5,1–0,0.2,Rayo Vallecano,19,238,Estadio El Sadar,Mario Melero,Match Report,
8,Sat,2021-10-02,16:15,Mallorca,0.6,1–0,1.2,Levante,11,803,Iberostar Estadi,Alejandro Muñíz,Match Report,
8,Sat,2021-10-02,18:30,Cádiz,0.2,0–0,1.1,Valencia,14,794,Estadio Nuevo Mirandilla,Valentín Pizarro,Match Report,
8,Sat,2021-10-02,21:00,Atlético Madrid,1.2,2–0,0.7,Barcelona,60,594,Estadio Wanda Metropolitano,César Soto,Match Report,
8,Sun,2021-10-03,14:00,Elche,1.3,1–0,0.5,Celta Vigo,11,299,Estadio Manuel Martínez Valero,José Luis Munuera,Match Report,
8,Sun,2021-10-03,16:15,Espanyol,1.2,2–1,1.6,Real Madrid,23,377,RCDE Stadium,Guillermo Cuadra,Match Report,
8,Sun,2021-10-03,18:30,Getafe,0.7,1–1,0.7,Real Sociedad,8,463,Coliseum Alfonso Pérez,Jorge Figueroa,Match Report,
8,Sun,2021-10-03,18:30,Villarreal,2.6,2–0,0.5,Betis,16,719,Estadio de la Cerámica,José Sánchez,Match Report,
8,Sun,2021-10-03,21:00,Granada,0.1,1–0,1.3,Sevilla,12,334,Estadio Nuevo Los Cármenes,Alberola Rojas,Match Report,
9,Sat,2021-10-16,18:30,Levante,0.9,0–0,0.6,Getafe,14,551,Estadio Ciudad de Valencia,Mario Melero,Match Report,
9,Sat,2021-10-16,21:00,Real Sociedad,0.4,1–0,0.2,Mallorca,30,831,Estadio Municipal de Anoeta,Pablo González,Match Report,
9,Sun,2021-10-17,14:00,Rayo Vallecano,1.2,2–1,0.4,Elche,6,989,Estadio del Rayo Vallecano,Santiago Jaime,Match Report,
9,Sun,2021-10-17,16:15,Celta Vigo,1.2,0–1,1.0,Sevilla,10,774,Estadio de Balaídos,Ricardo de Burgos,Match Report,
9,Sun,2021-10-17,18:30,Villarreal,0.5,1–2,0.6,Osasuna,14,831,Estadio de la Cerámica,Adrián Cordero,Match Report,
9,Sun,2021-10-17,21:00,Barcelona,1.9,3–1,0.4,Valencia,47,317,Camp Nou,Jesús Gil,Match Report,
9,Mon,2021-10-18,19:00,Alavés,0.9,0–1,1.4,Betis,10,227,Estadio de Mendizorroza,Miguel Ángel Ortiz Arias,Match Report,
9,Mon,2021-10-18,21:00,Espanyol,1.3,2–0,0.4,Cádiz,15,678,RCDE Stadium,Antonio Matéu Lahoz,Match Report,
10,Fri,2021-10-22,21:00,Osasuna,1.0,1–1,0.5,Granada,21,128,Estadio El Sadar,Alejandro Muñíz,Match Report,
10,Sat,2021-10-23,14:00,Valencia,1.8,2–2,0.6,Mallorca,29,139,Estadio de Mestalla,Carlos del Cerro,Match Report,
10,Sat,2021-10-23,16:15,Cádiz,1.5,0–2,1.3,Alavés,13,790,Estadio Nuevo Mirandilla,Alberola Rojas,Match Report,
10,Sat,2021-10-23,18:30,Elche,0.9,2–2,0.8,Espanyol,13,449,Estadio Manuel Martínez Valero,Jorge Figueroa,Match Report,
10,Sat,2021-10-23,21:00,Athletic Club,2.8,2–1,0.5,Villarreal,38,698,San Mamés,Guillermo Cuadra,Match Report,
10,Sun,2021-10-24,14:00,Sevilla,1.6,5–3,1.9,Levante,30,601,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro,Match Report,
10,Sun,2021-10-24,16:15,Barcelona,1.6,1–2,1.5,Real Madrid,86,422,Camp Nou,José Sánchez,Match Report,
10,Sun,2021-10-24,18:30,Betis,1.4,3–2,1.0,Rayo Vallecano,45,362,Estadio Benito Villamarín,Ricardo de Burgos,Match Report,
10,Sun,2021-10-24,21:00,Atlético Madrid,1.7,2–2,0.8,Real Sociedad,50,032,Estadio Wanda Metropolitano,José Luis Munuera,Match Report,
10,Mon,2021-10-25,21:00,Getafe,0.5,0–3,1.6,Celta Vigo,7,630,Coliseum Alfonso Pérez,Juan Martínez,Match Report,
11,Tue,2021-10-26,19:00,Alavés,1.7,1–0,0.3,Elche,10,206,Estadio de Mendizorroza,Jesús Gil,Match Report,
11,Tue,2021-10-26,21:00,Espanyol,1.3,1–1,3.3,Athletic Club,16,196,RCDE Stadium,Miguel Ángel Ortiz Arias,Match Report,
11,Tue,2021-10-26,21:30,Villarreal,1.7,3–3,1.4,Cádiz,12,190,Estadio de la Cerámica,Alejandro Hernández,Match Report,
11,Wed,2021-10-27,19:00,Rayo Vallecano,0.8,1–0,2.5,Barcelona,9,340,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,Match Report,
11,Wed,2021-10-27,19:00,Mallorca,1.5,1–1,0.8,Sevilla,15,125,Iberostar Estadi,Santiago Jaime,Match Report,
11,Wed,2021-10-27,20:00,Betis,2.0,4–1,1.6,Valencia,43,123,Estadio Benito Villamarín,Isidro Díaz de Mera,Match Report,
11,Wed,2021-10-27,21:30,Real Madrid,0.7,0–0,0.5,Osasuna,35,691,Estadio Santiago Bernabéu,César Soto,Match Report,
11,Thu,2021-10-28,19:00,Celta Vigo,1.4,0–2,1.7,Real Sociedad,8,726,Estadio de Balaídos,Mario Melero,Match Report,
11,Thu,2021-10-28,20:00,Granada,2.0,1–1,0.4,Getafe,13,651,Estadio Nuevo Los Cármenes,Adrián Cordero,Match Report,
11,Thu,2021-10-28,21:30,Levante,1.8,2–2,0.9,Atlético Madrid,16,298,Estadio Ciudad de Valencia,Pablo González,Match Report,
12,Sat,2021-10-30,14:00,Elche,1.1,1–2,1.1,Real Madrid,23,010,Estadio Manuel Martínez Valero,Ricardo de Burgos,Match Report,
12,Sat,2021-10-30,16:15,Sevilla,2.0,2–0,0.6,Osasuna,20,335,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
12,Sat,2021-10-30,18:30,Valencia,1.1,2–0,0.8,Villarreal,31,487,Estadio de Mestalla,José Luis Munuera,Match Report,
12,Sat,2021-10-30,21:00,Barcelona,1.3,1–1,0.9,Alavés,37,278,Camp Nou,Jorge Figueroa,Match Report,
12,Sun,2021-10-31,14:00,Cádiz,1.7,1–1,0.9,Mallorca,11,790,Estadio Nuevo Mirandilla,Valentín Pizarro,Match Report,
12,Sun,2021-10-31,16:15,Atlético Madrid,2.3,3–0,0.5,Betis,56,838,Estadio Wanda Metropolitano,Alberola Rojas,Match Report,
12,Sun,2021-10-31,18:30,Getafe,0.8,2–1,0.6,Espanyol,4,721,Coliseum Alfonso Pérez,Alejandro Muñíz,Match Report,
12,Sun,2021-10-31,21:00,Real Sociedad,1.1,1–1,1.0,Athletic Club,37,066,Estadio Municipal de Anoeta,Juan Martínez,Match Report,
12,Mon,2021-11-01,18:30,Rayo Vallecano,0.6,0–0,0.6,Celta Vigo,9,580,Estadio del Rayo Vallecano,Adrián Cordero,Match Report,
12,Mon,2021-11-01,21:00,Levante,1.1,0–3,1.0,Granada,14,512,Estadio Ciudad de Valencia,José Sánchez,Match Report,
13,Fri,2021-11-05,21:00,Athletic Club,0.5,0–1,0.5,Cádiz,37,581,San Mamés,Santiago Jaime,Match Report,
13,Sat,2021-11-06,14:00,Espanyol,1.6,2–0,2.0,Granada,19,050,RCDE Stadium,Isidro Díaz de Mera,Match Report,
13,Sat,2021-11-06,16:15,Celta Vigo,1.5,3–3,0.9,Barcelona,13,146,Estadio de Balaídos,Alejandro Hernández,Match Report,
13,Sat,2021-11-06,18:30,Alavés,1.5,2–1,0.8,Levante,12,176,Estadio de Mendizorroza,Adrián Cordero,Match Report,
13,Sat,2021-11-06,21:00,Real Madrid,2.1,2–1,1.4,Rayo Vallecano,43,283,Estadio Santiago Bernabéu,Pablo González,Match Report,
13,Sun,2021-11-07,14:00,Villarreal,1.4,1–0,0.2,Getafe,13,504,Estadio de la Cerámica,Jesús Gil,Match Report,
13,Sun,2021-11-07,16:15,Valencia,1.1,3–3,2.3,Atlético Madrid,37,472,Estadio de Mestalla,César Soto,Match Report,
13,Sun,2021-11-07,18:30,Osasuna,0.4,0–2,1.5,Real Sociedad,21,741,Estadio El Sadar,Miguel Ángel Ortiz Arias,Match Report,
13,Sun,2021-11-07,18:30,Mallorca,2.3,2–2,0.8,Elche,12,933,Iberostar Estadi,Mario Melero,Match Report,
13,Sun,2021-11-07,21:00,Betis,0.3,0–2,1.7,Sevilla,50,534,Estadio Benito Villamarín,Antonio Matéu Lahoz,Match Report,
14,Fri,2021-11-19,21:00,Levante,0.5,0–0,0.5,Athletic Club,15,230,Estadio Ciudad de Valencia,José Luis Munuera,Match Report,
14,Sat,2021-11-20,14:00,Celta Vigo,1.0,1–1,2.8,Villarreal,10,086,Estadio de Balaídos,Alberola Rojas,Match Report,
14,Sat,2021-11-20,16:15,Sevilla,1.8,2–2,1.1,Alavés,25,208,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,Match Report,
14,Sat,2021-11-20,18:30,Atlético Madrid,1.0,1–0,0.5,Osasuna,53,261,Estadio Wanda Metropolitano,José Sánchez,Match Report,
14,Sat,2021-11-20,21:00,Barcelona,1.4,1–0,1.0,Espanyol,74,418,Camp Nou,Carlos del Cerro,Match Report,
14,Sun,2021-11-21,14:00,Getafe,1.2,4–0,0.4,Cádiz,8,825,Coliseum Alfonso Pérez,Ricardo de Burgos,Match Report,
14,Sun,2021-11-21,16:15,Granada,0.7,1–4,3.5,Real Madrid,17,460,Estadio Nuevo Los Cármenes,Juan Martínez,Match Report,
14,Sun,2021-11-21,18:30,Elche,0.8,0–3,1.9,Betis,16,127,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
14,Sun,2021-11-21,21:00,Real Sociedad,0.3,0–0,0.7,Valencia,28,635,Estadio Municipal de Anoeta,Mario Melero,Match Report,
14,Mon,2021-11-22,21:00,Rayo Vallecano,2.4,3–1,0.7,Mallorca,6,708,Estadio del Rayo Vallecano,Jorge Figueroa,Match Report,
15,Fri,2021-11-26,21:00,Athletic Club,1.1,2–2,1.1,Granada,32,651,San Mamés,Adrián Cordero,Match Report,
15,Sat,2021-11-27,14:00,Alavés,0.9,1–2,1.2,Celta Vigo,10,093,Estadio de Mendizorroza,Pablo González,Match Report,
15,Sat,2021-11-27,16:15,Valencia,1.6,1–1,1.2,Rayo Vallecano,30,030,Estadio de Mestalla,Alejandro Hernández,Match Report,
15,Sat,2021-11-27,18:30,Mallorca,0.4,0–0,0.8,Getafe,8,635,Iberostar Estadi,Santiago Jaime,Match Report,
15,Sat,2021-11-27,21:00,Villarreal,1.1,1–3,3.2,Barcelona,19,050,Estadio de la Cerámica,César Soto,Match Report,
15,Sun,2021-11-28,14:00,Betis,2.6,3–1,0.3,Levante,45,012,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias,Match Report,
15,Sun,2021-11-28,16:15,Espanyol,0.4,1–0,1.7,Real Sociedad,19,935,RCDE Stadium,Antonio Matéu Lahoz,Match Report,
15,Sun,2021-11-28,18:30,Cádiz,1.0,1–4,3.8,Atlético Madrid,16,861,Estadio Nuevo Mirandilla,Jesús Gil,Match Report,
15,Sun,2021-11-28,21:00,Real Madrid,1.2,2–1,0.7,Sevilla,45,281,Estadio Santiago Bernabéu,José Sánchez,Match Report,
15,Mon,2021-11-29,21:00,Osasuna,1.8,1–1,1.4,Elche,16,485,Estadio El Sadar,Isidro Díaz de Mera,Match Report,
9,Wed,2021-12-01,21:00,Real Madrid,1.8,1–0,2.4,Athletic Club,33,627,Estadio Santiago Bernabéu,Isidro Díaz de Mera,Match Report,
16,Fri,2021-12-03,21:00,Granada,1.0,2–1,2.1,Alavés,13,511,Estadio Nuevo Los Cármenes,Alberola Rojas,Match Report,
16,Sat,2021-12-04,14:00,Sevilla,0.4,1–0,1.7,Villarreal,30,865,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
16,Sat,2021-12-04,16:15,Barcelona,1.0,0–1,0.6,Betis,66,529,Camp Nou,Pablo González,Match Report,
16,Sat,2021-12-04,18:30,Atlético Madrid,1.5,1–2,0.6,Mallorca,51,009,Estadio Wanda Metropolitano,Juan Martínez,Match Report,
16,Sat,2021-12-04,21:00,Real Sociedad,0.7,0–2,1.6,Real Madrid,35,765,Estadio Municipal de Anoeta,Jesús Gil,Match Report,
16,Sun,2021-12-05,14:00,Rayo Vallecano,0.4,1–0,0.6,Espanyol,8,679,Estadio del Rayo Vallecano,José Luis Munuera,Match Report,
16,Sun,2021-12-05,16:15,Elche,2.4,3–1,1.7,Cádiz,11,879,Estadio Manuel Martínez Valero,Alejandro Muñíz,Match Report,
16,Sun,2021-12-05,18:30,Levante,0.5,0–0,0.3,Osasuna,15,361,Estadio Ciudad de Valencia,Valentín Pizarro,Match Report,
16,Sun,2021-12-05,21:00,Celta Vigo,0.9,1–2,1.3,Valencia,11,361,Estadio de Balaídos,Ricardo de Burgos,Match Report,
16,Mon,2021-12-06,21:00,Getafe,1.2,0–0,0.5,Athletic Club,9,176,Coliseum Alfonso Pérez,Jorge Figueroa,Match Report,
17,Fri,2021-12-10,21:00,Mallorca,0.8,0–0,1.0,Celta Vigo,10,655,Iberostar Estadi,Isidro Díaz de Mera,Match Report,
17,Sat,2021-12-11,14:00,Espanyol,2.3,4–3,2.9,Levante,15,193,RCDE Stadium,Adrián Cordero,Match Report,
17,Sat,2021-12-11,16:15,Alavés,0.7,1–1,1.0,Getafe,10,065,Estadio de Mendizorroza,César Soto,Match Report,
17,Sat,2021-12-11,18:30,Valencia,1.6,2–1,0.9,Elche,31,662,Estadio de Mestalla,Santiago Jaime,Match Report,
17,Sat,2021-12-11,21:00,Athletic Club,1.4,0–1,0.2,Sevilla,36,737,San Mamés,Alejandro Hernández,Match Report,
17,Sun,2021-12-12,14:00,Villarreal,2.4,2–0,1.5,Rayo Vallecano,13,133,Estadio de la Cerámica,Mario Melero,Match Report,
17,Sun,2021-12-12,16:15,Osasuna,0.3,2–2,0.9,Barcelona,21,427,Estadio El Sadar,Juan Martínez,Match Report,
17,Sun,2021-12-12,18:30,Betis,1.6,4–0,0.9,Real Sociedad,52,158,Estadio Benito Villamarín,José Sánchez,Match Report,
17,Sun,2021-12-12,21:00,Real Madrid,0.4,2–0,0.7,Atlético Madrid,51,024,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Match Report,
17,Mon,2021-12-13,21:00,Cádiz,0.7,1–1,1.0,Granada,13,052,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias,Match Report,
18,Fri,2021-12-17,21:00,Celta Vigo,1.2,3–1,0.4,Espanyol,9,526,Estadio de Balaídos,Valentín Pizarro,Match Report,
18,Sat,2021-12-18,14:00,Rayo Vallecano,1.8,2–0,0.2,Alavés,7,911,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,Match Report,
18,Sat,2021-12-18,16:15,Real Sociedad,0.9,1–3,2.9,Villarreal,29,679,Estadio Municipal de Anoeta,Jorge Figueroa,Match Report,
18,Sat,2021-12-18,18:30,Barcelona,2.7,3–2,1.3,Elche,41,664,Camp Nou,Alberola Rojas,Match Report,
18,Sat,2021-12-18,21:00,Sevilla,0.5,2–1,1.0,Atlético Madrid,33,241,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,
18,Sun,2021-12-19,14:00,Granada,1.9,4–1,0.9,Mallorca,13,014,Estadio Nuevo Los Cármenes,Alejandro Muñíz,Match Report,
18,Sun,2021-12-19,16:15,Athletic Club,1.3,3–2,2.1,Betis,38,002,San Mamés,Jesús Gil,Match Report,
18,Sun,2021-12-19,18:30,Getafe,1.1,1–0,0.6,Osasuna,8,126,Coliseum Alfonso Pérez,José Luis Munuera,Match Report,
18,Sun,2021-12-19,21:00,Real Madrid,2.0,0–0,0.2,Cádiz,38,818,Estadio Santiago Bernabéu,Santiago Jaime,Match Report,
18,Mon,2021-12-20,21:00,Levante,2.7,3–4,2.1,Valencia,18,851,Estadio Ciudad de Valencia,Pablo González,Match Report,
4,Tue,2021-12-21,19:00,Villarreal,3.3,5–2,0.8,Alavés,12,530,Estadio de la Cerámica,Valentín Pizarro,Match Report,
4,Tue,2021-12-21,21:30,Sevilla,0.3,1–1,1.8,Barcelona,31,358,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
9,Wed,2021-12-22,19:00,Granada,0.6,2–1,1.5,Atlético Madrid,13,304,Estadio Nuevo Los Cármenes,Alejandro Hernández,Match Report,
21,Wed,2021-12-22,21:30,Athletic Club,1.0,1–2,1.1,Real Madrid,42,722,San Mamés,César Soto,Match Report,
19,Fri,2021-12-31,16:15,Valencia,0.7,1–2,2.0,Espanyol,29,566,Estadio de Mestalla,José Sánchez,Match Report,
19,Sun,2022-01-02,14:00,Getafe,0.9,1–0,0.7,Real Madrid,11,890,Coliseum Alfonso Pérez,Mario Melero,Match Report,
19,Sun,2022-01-02,16:15,Atlético Madrid,1.7,2–0,0.1,Rayo Vallecano,43,029,Estadio Wanda Metropolitano,Jorge Figueroa,Match Report,
19,Sun,2022-01-02,16:15,Elche,1.2,0–0,1.1,Granada,12,160,Estadio Manuel Martínez Valero,Adrián Cordero,Match Report,
19,Sun,2022-01-02,18:30,Alavés,1.7,1–1,0.9,Real Sociedad,13,498,Estadio de Mendizorroza,Carlos del Cerro,Match Report,
19,Sun,2022-01-02,18:30,Betis,1.4,0–2,2.6,Celta Vigo,41,656,Estadio Benito Villamarín,César Soto,Match Report,
19,Sun,2022-01-02,21:00,Mallorca,0.8,0–1,1.3,Barcelona,14,654,Iberostar Estadi,Antonio Matéu Lahoz,Match Report,
